runnable_processes,blocked_processes,swap_used,free_memory,buffer_memory,page_cache,swap_in,swap_out,blocks_in,blocks_out,interrupts,context_switches,user_cpu,system_cpu,idle_cpu,io_wait,steal_time,guest_time,Cluster
1,0,348476,1501356,198480,349156,0,0,0,0,682,259,24,1,75,0,0,0,5
1,0,348476,744284,198488,349148,0,0,0,10,683,251,24,1,75,0,0,0,6
2,0,348476,2447172,198488,349156,0,0,0,2,700,278,25,1,75,0,0,0,9
1,0,348476,1684272,198488,349156,0,0,0,0,672,234,23,2,75,0,0,0,7
1,0,348476,916304,198496,349156,0,0,0,10,696,256,24,1,75,0,0,0,6
1,0,348476,2615080,198496,349156,0,0,0,2,727,287,24,1,75,0,0,0,5
1,0,348476,1865200,198496,349156,0,0,0,0,463,237,24,1,75,0,0,0,5
1,0,348476,1104360,198504,349156,0,0,0,8,423,243,24,1,75,0,0,0,6
1,0,348476,2735572,198504,349156,0,0,0,2,436,266,24,2,75,0,0,0,7
1,0,348476,2060116,198504,349156,0,0,0,0,418,233,24,1,75,0,0,0,5
1,0,348476,1298044,198512,349148,0,0,0,8,431,258,24,1,75,0,0,0,6
1,0,348476,2926940,198512,349156,0,0,0,2,452,284,24,1,75,0,0,0,5
1,0,348476,2238608,198512,349156,0,0,0,0,413,230,24,1,75,0,0,0,5
1,0,348476,1473744,198520,349160,0,0,0,6,432,239,24,1,75,0,0,0,6
1,0,348476,710376,198520,349160,0,0,0,4,620,256,24,1,75,0,0,0,6
1,0,348476,2415228,198520,349160,0,0,0,0,699,309,24,1,75,0,0,0,5
1,0,348476,1658060,198532,349188,0,0,16,18,724,299,24,1,75,0,0,0,5
1,0,348476,893180,198532,349188,0,0,0,2,674,236,24,1,75,0,0,0,6
1,0,348476,2601896,198532,349188,0,0,0,0,695,266,23,2,75,0,0,0,7
1,0,348476,1838016,198540,349188,0,0,0,18,691,261,24,2,75,0,0,0,7
1,0,348476,1067976,198540,349188,0,0,0,2,684,251,24,1,75,0,0,0,6
1,0,348476,2745252,198540,349188,0,0,0,0,708,292,24,1,75,0,0,0,5
1,0,348476,2029572,198548,349188,0,0,0,8,487,251,24,1,75,0,0,0,5
1,0,348476,1275876,198548,349188,0,0,0,2,421,232,24,1,75,0,0,0,6
1,0,348476,2898644,198548,349188,0,0,0,0,452,291,24,1,75,0,0,0,5
1,0,348476,2213100,198556,349188,0,0,0,8,424,254,24,1,75,0,0,0,5
1,0,348476,1453336,198556,349188,0,0,0,2,422,240,24,1,75,0,0,0,6
1,0,348476,683116,198556,349188,0,0,0,0,420,232,24,1,75,0,0,0,6
1,0,348476,2400528,198564,349188,0,0,0,6,443,273,24,1,75,0,0,0,5
1,0,348476,1644884,198564,349188,0,0,0,2,475,248,24,1,75,0,0,0,5
1,0,348476,882628,198564,349188,0,0,0,0,671,245,24,1,75,0,0,0,6
1,0,348476,2587096,198572,349188,0,0,0,92,726,331,24,1,75,0,0,0,5
1,0,348476,1823032,198572,349188,0,0,0,2,676,235,24,1,75,0,0,0,5
1,0,348476,1053064,198572,349188,0,0,0,0,676,227,24,2,75,0,0,0,7
1,0,348476,2741780,198580,349180,0,0,0,10,720,294,24,1,75,0,0,0,5
1,0,348476,2002792,198580,349188,0,0,0,2,683,240,24,1,75,0,0,0,5
1,0,348476,1234832,198580,349188,0,0,0,4,677,234,24,1,75,0,0,0,6
1,0,348476,2861352,198588,349188,0,0,0,6,700,270,24,1,75,0,0,0,5
1,0,348476,2176060,198588,349188,0,0,0,2,484,237,24,1,75,0,0,0,5
1,0,348476,1412180,198588,349188,0,0,0,0,418,240,24,1,75,0,0,0,6
1,0,348476,649200,198596,349192,0,0,0,8,427,253,24,1,75,0,0,0,6
1,0,348476,2361228,198596,349212,0,0,0,2,443,276,24,1,75,0,0,0,5
1,0,348476,1594352,198596,349212,0,0,0,0,416,230,23,2,75,0,0,0,7
1,0,348476,832240,198604,349212,0,0,0,8,427,238,25,1,75,0,0,0,6
3,0,347964,2533816,198604,349524,10,0,190,2,575,487,25,1,73,1,0,0,9
1,0,347708,1673436,198812,370004,882,0,7776,12,2452,3564,31,4,57,8,0,0,3
1,0,347708,912400,198812,370004,0,0,0,2,670,346,24,2,75,0,0,0,7
1,0,347708,2626248,198820,370392,0,0,184,276,910,730,25,2,74,0,0,0,7
1,0,347708,1875052,198820,370392,0,0,0,0,920,651,25,1,73,0,0,0,8
1,0,346940,1149936,198820,365156,108,0,594,0,1047,973,25,2,73,0,0,0,3
1,0,346940,2790452,198828,365156,2,0,2,110,886,615,24,1,74,0,0,0,8
1,0,346940,2097532,198828,365156,2,0,2,0,668,258,24,1,75,0,0,0,5
1,0,346940,1348532,198828,365156,0,0,0,60,679,243,24,1,75,0,0,0,6
1,0,346940,588696,198836,365156,0,0,0,10,673,233,24,1,75,0,0,0,6
1,0,346940,2232124,198836,365156,0,0,0,0,599,245,24,2,74,0,0,0,7
1,0,346940,1491568,198836,365156,0,0,0,0,385,225,24,1,75,0,0,0,6
1,0,346940,744996,198844,365156,0,0,0,10,410,240,24,1,75,0,0,0,6
1,0,346940,2458976,198844,365156,0,0,0,0,405,243,25,1,74,0,0,0,5
1,0,346940,1707028,198844,365156,0,0,0,0,398,218,24,1,75,0,0,0,5
1,0,346940,949268,198852,365148,0,0,0,8,388,214,24,1,75,0,0,0,6
1,0,346940,2666540,198852,365156,0,0,0,0,410,249,25,1,75,0,0,0,5
1,0,346940,1902636,198852,365160,0,0,0,0,463,241,24,1,75,0,0,0,5
1,0,346940,1143936,198860,365160,0,0,0,16,624,210,24,1,75,0,0,0,6
1,0,346940,2795224,198860,365160,0,0,0,0,662,239,25,1,74,0,0,0,5
1,0,346940,2089200,198860,365160,0,0,0,0,666,228,24,1,75,0,0,0,5
1,0,346940,1325328,198868,365160,0,0,0,26,660,232,24,1,75,0,0,0,6
1,0,346940,563536,198868,365160,0,0,0,0,641,215,24,1,75,0,0,0,6
1,0,346940,2276108,198868,365160,0,0,0,0,664,245,24,2,74,0,0,0,7
1,0,346940,1522784,198876,365160,0,0,0,8,655,215,24,1,75,0,0,0,5
1,0,346940,765080,198876,365160,0,0,0,0,655,210,24,1,75,0,0,0,6
1,0,346940,2483420,198876,365160,0,0,0,0,617,269,24,1,74,0,0,0,5
1,0,346940,1736184,198884,365152,0,0,0,10,400,230,24,1,75,0,0,0,5
1,0,346940,982836,198884,365152,0,0,0,0,383,214,24,1,75,0,0,0,6
1,0,346940,2696428,198884,365160,0,0,0,0,407,243,24,1,75,0,0,0,5
1,0,346940,1948020,198892,365160,0,0,0,8,396,215,25,1,75,0,0,0,5
1,0,346940,1186148,198892,365160,0,0,0,0,399,247,24,1,75,0,0,0,6
1,0,346940,2824924,198892,365160,0,0,0,0,424,270,25,1,74,0,0,0,5
1,0,346940,2132984,198900,365160,0,0,0,8,385,212,24,2,75,0,0,0,7
1,0,346940,1365016,198900,365160,0,0,0,0,491,206,24,2,75,0,0,0,7
1,0,346940,605492,198900,365160,0,0,0,0,659,232,24,1,75,0,0,0,6
1,0,346940,2311620,198908,365160,0,0,0,8,692,290,25,1,74,0,0,0,5
1,0,346940,1547732,198908,365160,0,0,0,0,647,217,24,1,75,0,0,0,5
1,0,346940,781088,198908,365160,0,0,0,0,657,216,24,1,75,0,0,0,6
1,0,346940,2495292,198916,365152,0,0,0,8,685,246,25,1,74,0,0,0,5
1,0,346940,1731412,198916,365160,0,0,0,2,660,216,24,1,75,0,0,0,5
1,0,346940,973600,198916,365160,0,0,0,0,658,223,24,1,75,0,0,0,6
1,0,346940,2695716,198924,365160,0,0,0,10,615,270,25,1,74,0,0,0,5
1,0,346940,1942968,198924,365160,0,0,0,0,384,210,24,1,75,0,0,0,5
1,0,346940,1183680,198924,365160,0,0,0,0,380,199,24,1,75,0,0,0,6
1,0,346940,2815552,198932,365160,0,0,0,8,446,280,25,1,74,0,0,0,5
1,0,346940,2125912,198932,365160,0,0,0,0,391,219,24,1,75,0,0,0,5
1,0,346940,1366136,198932,365160,0,0,0,0,397,237,24,1,75,0,0,0,6
1,0,346940,604280,198940,365152,0,0,0,8,396,212,24,1,75,0,0,0,6
1,0,346940,2309608,198940,365164,0,0,0,0,409,241,25,1,74,0,0,0,5
1,0,346940,1545432,198940,365164,0,0,0,0,508,219,24,1,75,0,0,0,6
1,0,346940,780404,198948,365156,0,0,0,8,653,229,24,1,75,0,0,0,6
1,0,346940,2493784,198948,365156,0,0,0,0,676,253,24,1,74,0,0,0,5
1,0,346940,1733140,198948,365168,0,0,0,0,648,205,24,1,75,0,0,0,5
1,0,346940,972356,198956,365160,0,0,0,8,662,222,24,1,75,0,0,0,6
1,0,346940,2687076,198956,365168,0,0,0,0,679,249,24,1,74,0,0,0,5
1,0,346940,1926292,198956,365168,0,0,0,0,659,225,24,1,75,0,0,0,5
1,0,346940,1168532,198964,365168,0,0,0,12,661,229,24,1,75,0,0,0,6
1,0,346940,2802928,198964,365168,0,0,0,0,609,250,24,1,74,0,0,0,5
1,0,346940,2117384,198964,365168,0,0,0,0,390,208,24,1,75,0,0,0,5
1,0,346940,1361704,198972,365160,0,0,0,10,396,217,24,1,75,0,0,0,6
1,0,346940,599912,198972,365168,0,0,0,2,398,252,24,1,75,0,0,0,6
1,0,346940,2315704,198980,365160,0,0,0,14,445,298,24,1,74,0,0,0,5
1,0,346940,1555928,198980,365168,0,0,0,2,379,205,24,1,75,0,0,0,6
1,0,346940,789284,198980,365168,0,0,0,0,391,215,24,1,75,0,0,0,6
1,0,346940,2498472,198988,365168,0,0,0,10,501,269,24,2,74,0,0,0,7
1,0,346940,1734592,198988,365172,0,0,0,4,627,224,24,1,75,0,0,0,5
1,0,346940,972832,198988,365172,0,0,0,0,666,250,24,1,75,0,0,0,6
1,0,346940,2685824,198996,365172,0,0,0,12,662,248,24,1,74,0,0,0,5
1,0,346940,1916848,198996,365172,0,0,0,2,648,210,24,1,75,0,0,0,5
1,0,346940,1154992,198996,365172,0,0,0,0,643,213,24,2,75,0,0,0,7
1,0,346940,2780608,199004,365172,0,0,0,12,693,257,24,2,74,0,0,0,7
1,0,346940,2095064,199004,365172,0,0,0,2,658,227,25,1,75,0,0,0,5
1,0,338928,1332496,199168,376136,3008,0,7020,210,2062,2447,25,4,64,7,0,0,4
1,0,338928,568376,199168,376136,0,0,0,66,703,246,24,2,75,0,0,0,7
1,0,338928,2285656,199168,376136,0,0,0,4,504,285,24,1,75,0,0,0,8
1,0,338928,1525116,199180,376140,0,0,0,52,427,253,24,1,75,0,0,0,8
1,0,338928,764332,199180,376140,0,0,0,148,455,283,24,1,75,0,0,0,8
1,0,338928,2482888,199180,376140,0,0,0,2,442,274,24,2,75,0,0,0,7
1,0,338928,1728212,199188,376132,0,0,0,6,414,238,24,1,75,0,0,0,8
1,0,338928,974864,199188,376140,0,0,0,0,421,253,24,2,75,0,0,0,7
1,0,338928,2686344,199188,376140,0,0,0,2,453,280,24,2,74,0,0,0,7
1,0,338928,1921828,199196,376140,0,0,0,6,452,241,24,2,75,0,0,0,7
1,0,338928,1156948,199196,376140,0,0,0,0,635,229,24,1,75,0,0,0,8
1,0,338928,2795948,199196,376140,0,0,0,2,700,277,24,1,74,0,0,0,8
1,0,338928,2097872,199204,376140,0,0,0,6,667,235,25,1,75,0,0,0,8
1,0,338928,1337332,199204,376140,0,0,0,0,691,265,24,1,75,0,0,0,8
1,0,338928,572452,199204,376140,0,0,0,2,690,243,24,1,75,0,0,0,8
1,0,338928,2280176,199212,376140,0,0,0,6,717,275,24,2,74,0,0,0,7
1,0,338928,1518636,199212,376140,0,0,0,0,689,232,24,1,75,0,0,0,8
1,0,338928,754764,199212,376140,0,0,0,2,704,248,24,1,75,0,0,0,8
1,0,338928,2468700,199220,376140,4,0,4,8,503,303,24,2,74,0,0,0,7
1,0,338928,1712256,199220,376140,0,0,0,42,437,264,24,1,75,0,0,0,8
1,0,338928,955568,199220,376140,0,0,0,2,428,244,24,1,75,0,0,0,8
1,0,338928,2662144,199228,376140,0,0,0,6,447,273,25,1,74,0,0,0,8
1,0,338928,1900604,199228,376140,0,0,0,0,435,244,24,1,75,0,0,0,8
1,0,338928,1139820,199228,376140,0,0,0,2,432,249,24,1,75,0,0,0,8
1,0,338928,2777828,199236,376140,0,0,0,6,442,268,24,1,74,0,0,0,8
1,0,338928,2092084,199236,376140,0,0,0,0,496,231,24,1,75,0,0,0,8
1,0,338928,1325976,199236,376140,0,0,0,2,671,231,24,1,75,0,0,0,8
1,0,338928,562088,199244,376140,0,0,0,6,677,246,23,2,75,0,0,0,7
1,0,338928,2271984,199244,376144,0,0,0,0,704,259,24,2,74,0,0,0,7
1,0,338928,1506348,199244,376144,0,0,0,2,688,244,24,1,75,0,0,0,8
1,0,338928,742476,199252,376144,0,0,0,6,687,237,24,2,75,0,0,0,7
1,0,338928,2448984,199252,376144,0,0,0,0,709,269,24,1,74,0,0,0,8
1,0,338928,1685104,199252,376144,0,0,0,2,683,231,24,1,75,0,0,0,8
1,0,338928,919008,199260,376144,0,0,0,8,694,264,24,1,75,0,0,0,8
1,0,338928,2638472,199260,376144,0,0,0,0,516,303,24,2,74,0,0,0,7
1,0,338928,1881028,199260,376144,0,0,0,2,432,247,24,1,75,0,0,0,8
1,0,338928,1120244,199268,376144,0,0,0,8,421,242,24,1,75,0,0,0,8
1,0,338928,2759032,199268,376144,0,0,0,2,451,286,24,1,74,0,0,0,8
1,0,338928,2075108,199268,376144,0,0,0,2,430,250,24,2,75,0,0,0,7
1,0,338928,1311236,199276,376144,0,0,0,6,425,243,24,2,75,0,0,0,7
1,0,338928,547616,199276,376144,0,0,0,0,426,232,24,1,75,0,0,0,8
1,0,338928,2253276,199276,376148,0,0,0,4,453,274,24,2,74,0,0,0,7
1,0,338928,1492344,199284,376148,0,0,0,12,615,242,24,1,75,0,0,0,8
1,0,338928,727384,199284,376148,0,0,0,0,679,259,24,1,75,0,0,0,8
1,0,338928,2434724,199284,376148,0,0,0,2,724,281,25,1,74,0,0,0,8
1,0,338928,1670088,199292,376148,0,0,0,6,688,241,24,1,75,0,0,0,8
1,0,338928,904720,199292,376148,0,0,0,0,679,237,24,1,75,0,0,0,8
1,0,338928,2608892,199292,376148,0,0,0,2,711,275,24,1,75,0,0,0,8
1,0,338928,1843772,199300,376148,0,0,0,6,698,265,24,2,75,0,0,0,7
1,0,338928,1077580,199300,376148,0,0,0,0,691,268,24,2,75,0,0,0,7
1,0,338928,2717232,199300,376148,0,0,0,2,506,278,24,1,74,0,0,0,8
1,0,338928,2033852,199308,376148,0,0,0,8,425,245,24,1,75,0,0,0,8
1,0,338928,1274308,199308,376148,0,0,0,0,435,254,24,1,75,0,0,0,8
2,0,338928,2912140,199308,376148,0,0,0,2,426,250,24,1,75,0,0,0,9
1,0,338928,2246364,199316,376148,0,0,0,6,460,288,24,1,74,0,0,0,8
1,0,338928,1484584,199316,376148,0,0,0,8,430,245,24,1,75,0,0,0,8
1,0,338928,724808,199316,376148,0,0,0,2,419,238,24,2,75,0,0,0,7
1,0,338928,2435068,199324,376140,0,0,0,6,521,284,25,1,74,0,0,0,8
1,0,338928,1669448,199324,376148,0,0,0,0,661,247,24,1,75,0,0,0,8
1,0,338928,906568,199324,376148,0,0,0,2,688,256,24,1,75,0,0,0,8
1,0,338928,2609612,199332,376148,0,0,0,6,709,266,25,1,74,0,0,0,8
1,0,338928,1844732,199332,376148,0,0,0,0,681,245,24,2,75,0,0,0,7
1,0,338928,1082876,199332,376148,0,0,0,2,679,237,24,1,75,0,0,0,8
1,0,338928,2712328,199340,376140,0,0,0,6,712,282,25,1,74,0,0,0,8
1,0,338928,2029496,199340,376148,0,0,0,0,702,275,24,1,75,0,0,0,8
1,0,338928,1274052,199340,376148,0,0,0,2,683,241,24,1,75,0,0,0,8
2,0,338928,2905820,199348,376148,0,0,0,8,628,272,24,1,75,0,0,0,9
1,0,338928,2223864,199348,376148,0,0,0,0,448,261,25,1,74,0,0,0,8
1,0,338928,1470200,199348,376148,0,0,0,2,429,245,24,1,75,0,0,0,8
1,0,338928,716536,199356,376148,0,0,0,6,559,469,24,1,75,0,0,0,8
1,0,338928,2432804,199356,376148,0,0,0,0,631,486,25,1,74,0,0,0,8
1,0,338928,1668168,199356,376148,0,0,0,2,426,240,24,2,75,0,0,0,7
1,0,338928,907384,199364,376148,0,0,0,6,423,241,24,1,75,0,0,0,8
1,0,338928,2619872,199364,376148,0,0,0,2,459,288,25,1,75,0,0,0,8
1,0,338928,1854752,199364,376148,0,0,0,2,626,239,24,1,75,0,0,0,8
1,0,338928,1095464,199372,376148,0,0,0,6,667,241,24,1,75,0,0,0,8
1,0,338928,2724332,199372,376148,0,0,0,0,707,276,24,1,74,0,0,0,8
1,0,338928,2045008,199372,376148,0,0,0,2,696,242,24,1,75,0,0,0,8
1,0,338928,1275276,199380,376128,0,0,0,6,712,348,24,1,75,0,0,0,8
2,0,338928,2900108,199380,376132,0,0,0,0,684,274,25,1,75,0,0,0,9
1,0,338928,2212264,199380,376132,0,0,0,2,660,218,24,1,75,0,0,0,8
1,0,338928,1451812,199388,376132,0,0,0,6,646,218,24,1,75,0,0,0,8
1,0,338928,691852,199404,376116,12,0,12,46,651,316,24,1,74,0,0,0,8
4,0,338928,2405452,199404,376140,0,0,0,2,418,255,25,1,74,0,0,0,9
1,0,338928,1649016,199404,376140,0,0,0,0,392,223,24,1,75,0,0,0,8
1,0,338928,888232,199412,376140,0,0,0,10,393,215,24,1,75,0,0,0,8
1,0,338928,2596568,199412,376140,0,0,0,2,418,244,24,2,74,0,0,0,7
1,0,338928,1831700,199412,376124,0,0,0,0,426,274,25,1,75,0,0,0,8
1,0,338928,1069588,199420,376124,0,0,0,10,393,225,23,2,75,0,0,0,7
1,0,338928,2704108,199420,376128,0,0,0,4,418,262,24,1,74,0,0,0,8
1,0,338928,2020072,199420,376128,0,0,0,0,457,206,24,1,75,0,0,0,8
1,0,338928,1252420,199428,376128,0,0,0,40,637,217,24,1,75,0,0,0,8
1,0,338928,2884836,199428,376128,0,0,0,2,669,244,24,1,75,0,0,0,8
1,0,338928,2201088,199428,376128,0,0,0,0,657,224,24,2,75,0,0,0,7
1,0,338928,1438456,199436,376120,0,0,0,6,659,234,24,1,75,0,0,0,8
1,0,338928,680696,199436,376128,0,0,0,2,656,219,24,1,75,0,0,0,8
1,0,338928,2384116,199436,376128,0,0,0,0,704,264,24,2,74,0,0,0,7
1,0,338928,1621756,199444,376120,0,0,0,186,709,266,24,1,75,0,0,0,8
1,0,338928,857588,199444,376128,0,0,0,2,634,258,24,1,75,0,0,0,8
1,0,338928,2572240,199444,376128,0,0,0,0,453,277,24,1,74,0,0,0,8
1,0,338928,1817652,199452,376128,0,0,0,12,418,229,24,1,75,0,0,0,8
1,0,338928,1054716,199452,376128,0,0,0,2,422,240,24,1,75,0,0,0,8
1,0,338928,2691292,199452,376128,0,0,0,0,456,276,24,1,74,0,0,0,8
1,0,338928,2008348,199460,376120,0,0,0,6,431,252,24,1,75,0,0,0,8
1,0,338928,1246476,199460,376128,0,0,0,2,434,243,24,1,75,0,0,0,8
1,0,338928,2872456,199460,376128,0,0,0,0,443,277,25,1,75,0,0,0,8
1,0,338928,2184812,199468,376120,0,0,0,6,583,239,24,1,75,0,0,0,8
1,0,338928,1425036,199468,376128,0,0,0,14,672,247,24,1,75,0,0,0,8
1,0,338928,661416,199468,376128,0,0,0,0,692,274,24,1,75,0,0,0,8
1,0,338928,2372100,199476,376128,0,0,0,6,719,307,24,1,74,0,0,0,8
1,0,338928,1608228,199476,376128,0,0,0,2,683,233,24,1,75,0,0,0,8
1,0,338928,841584,199476,376128,0,0,0,0,681,235,24,2,75,0,0,0,7
1,0,338928,2547620,199484,376128,0,0,0,6,739,319,25,1,74,0,0,0,8
1,0,338928,1783740,199484,376128,0,0,0,2,685,249,24,1,75,0,0,0,8
1,0,338928,1025728,199484,376128,0,0,0,0,618,261,24,2,75,0,0,0,7
1,0,338928,2689424,199492,376128,0,0,0,8,453,282,24,1,74,0,0,0,8
1,0,338928,1977556,199492,376128,0,0,0,2,426,236,24,1,75,0,0,0,8
1,0,338928,1218268,199492,376128,0,0,0,0,424,242,24,1,75,0,0,0,8
1,0,338928,2847760,199500,376120,0,0,0,6,454,281,24,2,74,0,0,0,7
1,0,338928,2162164,199500,376128,0,0,0,2,425,248,24,1,75,0,0,0,8
1,0,338928,1402388,199500,376128,0,0,0,0,420,235,24,1,75,0,0,0,8
1,0,338928,636500,199508,376120,0,0,0,6,445,232,24,1,75,0,0,0,8
1,0,338928,2356356,199508,376128,0,0,0,2,677,281,24,2,74,0,0,0,7
1,0,338928,1586624,199508,376128,0,0,0,0,687,246,24,1,75,0,0,0,8
1,0,338928,826608,199516,376120,0,0,0,6,689,257,24,1,75,0,0,0,8
1,0,338928,2533720,199516,376128,0,0,0,4,718,275,24,1,75,0,0,0,8
1,0,338928,1769600,199516,376128,0,0,0,0,675,228,24,1,75,0,0,0,8
1,0,338928,1003648,199524,376132,0,0,0,6,705,260,24,1,75,0,0,0,8
1,0,338928,2688592,199524,376132,0,0,0,2,728,280,24,1,75,0,0,0,8
1,0,338928,1956312,199524,376132,0,0,0,0,689,245,25,1,75,0,0,0,8
1,0,338928,1192780,199532,376124,0,0,0,8,703,241,24,1,75,0,0,0,8
1,0,338928,2836252,199532,376132,0,0,0,2,481,270,25,1,74,0,0,0,8
1,0,338928,2160896,199532,376136,0,0,0,0,423,239,24,1,75,0,0,0,8
1,0,338928,1405216,199540,376128,0,0,0,6,425,245,24,1,75,0,0,0,8
1,0,338928,647520,199540,376136,0,0,0,2,429,237,24,1,75,0,0,0,8
1,0,338928,2363024,199540,376136,0,0,0,0,455,275,25,1,74,0,0,0,8
1,0,338928,1597388,199548,376128,0,0,0,6,425,232,24,1,75,0,0,0,8
1,0,338928,837612,199548,376140,0,0,0,4,431,248,24,1,75,0,0,0,8
1,0,338928,2540476,199548,376140,0,0,0,0,532,325,24,2,74,0,0,0,7
1,0,338928,1777212,199556,376140,0,0,0,16,695,289,24,1,75,0,0,0,8
1,0,338928,1015452,199556,376140,0,0,0,2,683,241,24,2,75,0,0,0,7
1,0,338928,2689284,199556,376140,0,0,0,0,707,268,24,2,75,0,0,0,7
1,0,338928,1961108,199564,376140,0,0,0,6,702,257,24,1,75,0,0,0,8
1,0,338928,1201820,199564,376140,0,0,0,14,701,265,24,1,75,0,0,0,8
1,0,338928,2839440,199564,376140,0,0,0,0,713,270,25,1,74,0,0,0,8
1,0,338928,2150556,199572,376140,0,0,0,6,686,241,25,1,75,0,0,0,8
1,0,338928,1384920,199572,376140,0,0,0,2,705,247,24,1,75,0,0,0,8
1,0,338928,628232,199572,376140,0,0,0,0,460,235,24,1,75,0,0,0,8
1,0,338928,2342200,199580,376140,0,0,0,8,459,292,24,1,74,0,0,0,8
1,0,338928,1582384,199580,376140,0,0,0,2,422,236,24,1,75,0,0,0,8
1,0,338928,815248,199596,376140,0,0,0,100,439,257,24,1,75,0,0,0,8
1,0,338928,2522168,199596,376140,0,0,0,0,442,274,24,2,74,0,0,0,7
1,0,338928,1762160,199596,376140,0,0,0,2,420,233,24,1,75,0,0,0,8
1,0,338928,1000040,199604,376140,0,0,0,6,434,256,25,1,75,0,0,0,8
1,0,338928,2690580,199604,376140,0,0,0,0,613,301,24,1,75,0,0,0,8
1,0,338928,1941860,199604,376140,0,0,0,2,677,228,24,1,75,0,0,0,8
1,0,338928,1179736,199612,376132,0,0,0,6,682,236,24,1,75,0,0,0,8
1,0,338928,2803160,199612,376108,0,0,0,0,727,292,24,1,74,0,0,0,8
1,0,338928,2117372,199612,376108,0,0,0,2,680,246,24,1,75,0,0,0,8
1,0,338928,1355508,199620,376108,0,0,0,6,687,239,23,2,75,0,0,0,7
1,0,338928,587792,199620,376108,0,0,0,0,686,233,25,1,75,0,0,0,8
1,0,338928,2302328,199620,376108,0,0,0,8,723,266,25,1,74,0,0,0,8
1,0,338928,1537144,199628,376108,0,0,0,8,698,243,24,1,75,0,0,0,8
1,0,338928,777368,199628,376108,0,0,0,0,485,261,24,1,75,0,0,0,8
1,0,338928,2487492,199628,376108,0,0,0,2,454,291,24,1,74,0,0,0,8
1,0,338928,1727708,199636,376108,0,0,0,8,424,248,24,1,75,0,0,0,8
1,0,338928,974044,199636,376108,0,0,0,0,423,230,24,1,75,0,0,0,8
1,0,338928,2687676,199636,376108,0,0,0,2,447,273,24,1,75,0,0,0,8
1,0,338928,1922152,199644,376108,0,0,0,6,444,282,25,1,75,0,0,0,8
1,0,338928,1157348,199644,376108,0,0,0,0,426,258,24,1,75,0,0,0,8
1,0,338928,2787104,199644,376108,0,0,0,2,527,277,24,1,75,0,0,0,8
1,0,338928,2097464,199652,376108,0,0,0,6,668,236,24,2,75,0,0,0,7
1,0,338928,1333592,199652,376108,0,0,0,0,688,249,24,1,75,0,0,0,8
1,0,338928,571736,199652,376108,0,0,0,2,700,256,24,2,75,0,0,0,7
1,0,338928,2282784,199660,376100,0,0,0,6,709,278,24,1,74,0,0,0,8
1,0,338928,1517148,199660,376108,0,0,0,0,691,241,25,1,75,0,0,0,8
1,0,338928,757212,199660,376108,0,0,0,2,683,232,24,1,75,0,0,0,8
1,0,338928,2465624,199668,376108,0,0,0,6,716,282,25,1,74,0,0,0,8
1,0,338928,1700996,199668,376108,0,0,0,0,685,244,24,1,75,0,0,0,8
1,0,338928,944828,199668,376108,0,0,0,4,486,252,24,1,75,0,0,0,8
1,0,338928,2657988,199676,376108,0,0,0,8,444,272,24,1,75,0,0,0,8
1,0,338928,1896448,199676,376108,0,0,0,0,420,232,24,1,75,0,0,0,8
1,0,338928,1131568,199676,376108,0,0,0,2,429,237,24,1,75,0,0,0,8
2,0,338928,2766728,199684,376112,0,0,0,6,452,280,24,1,75,0,0,0,9
1,0,338928,2081260,199684,376112,0,0,0,0,429,264,24,1,75,0,0,0,8
1,0,338928,1315624,199684,376112,0,0,0,2,427,233,25,1,75,0,0,0,8
1,0,338928,551752,199692,376116,10,0,10,6,542,244,24,2,75,0,0,0,7
1,0,338928,2261576,199692,376116,0,0,0,0,710,289,25,1,74,0,0,0,8
1,0,338928,1495940,199692,376116,0,0,0,4,685,244,24,1,75,0,0,0,8
1,0,338928,732068,199700,376120,0,0,0,12,697,257,24,1,75,0,0,0,8
1,0,338928,2450180,199700,376120,0,0,0,0,696,265,24,2,74,0,0,0,7
1,0,338928,1697832,199700,376120,0,0,0,2,683,238,24,1,75,0,0,0,8
1,0,338928,932952,199708,376120,0,0,0,6,687,235,24,1,75,0,0,0,8
1,0,338928,2638728,199708,376120,0,0,0,0,720,281,24,1,75,0,0,0,8
1,0,338928,1873092,199708,376120,0,0,0,2,702,247,24,1,75,0,0,0,8
1,0,338928,1112308,199716,376120,0,0,0,8,625,251,24,1,75,0,0,0,8
1,0,338928,2750904,199716,376120,0,0,0,0,443,268,24,1,74,0,0,0,8
1,0,338928,2071556,199716,376120,0,0,0,10,426,250,24,1,75,0,0,0,8
1,0,338928,1311024,199724,376120,0,0,0,6,449,285,24,2,75,0,0,0,7
1,0,338928,545656,199724,376120,0,0,0,0,427,260,24,1,75,0,0,0,8
1,0,338928,2255944,199724,376120,0,0,0,2,452,265,24,1,74,0,0,0,8
1,0,338928,1487220,199732,376120,0,0,0,6,422,240,24,1,75,0,0,0,8
1,0,338928,726196,199732,376120,0,0,0,0,520,258,24,1,75,0,0,0,8
1,0,338928,2433080,199732,376120,0,0,0,2,692,301,24,2,74,0,0,0,7
1,0,338928,1673016,199740,376120,0,0,0,6,679,243,24,1,75,0,0,0,8
1,0,338928,908656,199740,376120,0,0,0,0,692,245,24,2,75,0,0,0,7
1,0,338928,2616804,199740,376120,0,0,0,2,708,267,24,1,74,0,0,0,8
